timestamp,accel_x_1,accel_y_1,accel_z_1,gyro_roll_1,gyro_pitch_1,gyro_yaw_1,pressure_alt,gps_lat,gps_lon,gps_alt,ecef_x,ecef_y,ecef_z
13867.063500,9.72,-1.82,-0.02,-3.00,1.00,3.00,100166.00,67.89350,21.10510,318.09000,2245846.75,866829.82,5886928.74
13867.163500,9.71,-1.81,-0.02,-3.00,-0.00,2.00,100166.00,67.89350,21.10510,318.09000,2245846.75,866829.82,5886928.74
13867.264900,9.71,-1.80,-0.04,7.00,2.00,0.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13867.364900,9.71,-1.80,-0.02,0.00,7.00,2.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13867.464900,9.71,-1.82,-0.04,0.00,-1.00,4.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13867.564900,9.72,-1.81,-0.04,-3.00,6.00,-2.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13867.664900,9.71,-1.82,-0.02,4.00,-0.00,0.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13867.764900,9.72,-1.82,-0.02,-3.00,-0.00,-1.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13867.896400,9.73,-1.81,-0.02,8.00,4.00,1.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13867.964900,9.72,-1.81,-0.03,5.00,-0.00,1.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13868.064900,9.71,-1.82,-0.02,2.00,4.00,4.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13868.164900,9.71,-1.82,-0.04,5.00,1.00,5.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13868.264900,9.70,-1.82,-0.02,-2.00,-4.00,3.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13868.364800,9.71,-1.81,-0.02,0.00,1.00,-4.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13868.464700,9.72,-1.80,-0.04,-4.00,-0.00,-3.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13868.564900,9.71,-1.81,-0.01,-1.00,-0.00,1.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13868.664900,9.71,-1.81,-0.01,-1.00,-0.00,4.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13868.764900,9.71,-1.81,-0.02,11.00,3.00,-6.00,100166.00,67.89350,21.10510,318.09000,2245846.36,866829.67,5886927.73
13868.864900,9.71,-1.80,-0.02,1.00,3.00,1.00,100166.00,67.89350,21.10510,325.02000,2245846.36,866829.67,5886927.73
13868.990500,9.71,-1.81,-0.03,-6.00,-3.00,7.00,100166.00,67.89350,21.10510,325.02000,2245846.36,866829.67,5886927.73
13869.064900,9.72,-1.81,-0.01,0.00,-0.00,-3.00,100166.00,67.89350,21.10510,325.02000,2245846.36,866829.67,5886927.73
13869.164900,9.73,-1.82,-0.02,6.00,-10.00,0.00,100166.00,67.89350,21.10510,325.02000,2245846.36,866829.67,5886927.73
13869.263900,9.71,-1.80,-0.01,-1.00,-3.00,0.00,100166.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13869.364200,9.73,-1.80,-0.02,6.00,-6.00,-1.00,100166.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13869.464100,9.72,-1.81,-0.02,2.00,-5.00,4.00,100166.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13869.564100,9.71,-1.80,-0.02,1.00,5.00,0.00,100166.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13869.664100,9.72,-1.81,-0.02,7.00,1.00,0.00,100166.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13869.764100,9.72,-1.83,-0.02,-1.00,-3.00,0.00,100166.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13869.864100,9.73,-1.82,-0.02,-1.00,6.00,-3.00,100166.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13869.964100,9.72,-1.82,-0.02,3.00,1.00,-2.00,100162.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13870.089900,9.71,-1.81,-0.04,-1.00,-4.00,-2.00,100162.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13870.164200,9.71,-1.82,-0.03,4.00,-1.00,0.00,100162.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13870.264900,9.71,-1.81,-0.02,4.00,-2.00,-1.00,100162.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13870.364900,9.71,-1.80,-0.02,-2.00,-0.00,0.00,100162.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13870.464900,9.71,-1.80,-0.02,-9.00,-2.00,1.00,100162.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13870.564900,9.72,-1.81,-0.03,3.00,-0.00,-1.00,100162.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13870.664900,9.72,-1.81,-0.03,-2.00,-3.00,-3.00,100162.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13870.764700,9.71,-1.82,-0.03,0.00,-0.00,-8.00,100162.00,67.89340,21.10510,325.02000,2245858.44,866834.33,5886929.95
13870.864900,9.70,-1.82,-0.02,-2.00,-5.00,0.00,100162.00,67.89340,21.10510,332.14000,2245858.44,866834.33,5886929.95
13870.964900,9.71,-1.82,-0.02,0.00,1.00,0.00,100162.00,67.89340,21.10510,332.14000,2245858.44,866834.33,5886929.95
13871.064700,9.72,-1.82,-0.02,-2.00,-4.00,1.00,100162.00,67.89340,21.10520,332.14000,2245858.44,866834.33,5886929.95
13871.169200,9.72,-1.82,-0.03,1.00,-0.00,7.00,100162.00,67.89340,21.10520,332.14000,2245858.44,866834.33,5886929.95
13871.264900,9.71,-1.81,-0.03,0.00,-0.00,0.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13871.364900,9.72,-1.80,-0.02,0.00,5.00,2.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13871.464700,9.71,-1.82,-0.02,0.00,-3.00,1.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13871.564900,9.73,-1.82,-0.02,0.00,-0.00,4.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13871.664900,9.71,-1.82,-0.03,-5.00,-7.00,1.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13871.764900,9.72,-1.81,-0.03,0.00,-0.00,0.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13871.864900,9.73,-1.80,-0.03,-6.00,-10.00,2.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13871.964900,9.73,-1.82,-0.03,1.00,-5.00,0.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13872.065000,9.72,-1.81,-0.03,-2.00,-0.00,0.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13872.164900,9.72,-1.82,-0.02,-7.00,-2.00,-3.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13872.246000,9.72,-1.82,-0.02,1.00,5.00,0.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13872.343200,9.72,-1.82,-0.02,0.00,-4.00,-9.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13872.443000,9.72,-1.81,0.00,3.00,1.00,2.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13872.543000,9.71,-1.81,-0.02,0.00,1.00,0.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13872.643000,9.73,-1.81,-0.01,1.00,-0.00,0.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13872.742900,9.72,-1.81,-0.02,-5.00,-4.00,8.00,100162.00,67.89340,21.10520,332.14000,2245859.42,866839.21,5886936.55
13872.843000,9.73,-1.81,-0.02,-1.00,-2.00,2.00,100162.00,67.89340,21.10520,344.50000,2245859.42,866839.21,5886936.55
13872.943100,9.73,-1.81,-0.02,7.00,4.00,4.00,100169.00,67.89340,21.10520,344.50000,2245859.42,866839.21,5886936.55
13873.043100,9.72,-1.81,-0.02,1.00,-2.00,0.00,100169.00,67.89340,21.10530,344.50000,2245859.42,866839.21,5886936.55
13873.143100,9.72,-1.81,-0.01,-1.00,-2.00,3.00,100169.00,67.89340,21.10530,344.50000,2245859.42,866839.21,5886936.55
13873.264900,9.73,-1.79,-0.02,0.00,1.00,-4.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13873.364900,9.71,-1.83,-0.02,-1.00,-0.00,0.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13873.464800,9.71,-1.80,-0.03,3.00,1.00,-1.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13873.564900,9.73,-1.80,-0.02,5.00,2.00,5.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13873.664900,9.71,-1.82,-0.02,1.00,-1.00,-2.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13873.764900,9.73,-1.82,-0.04,0.00,2.00,0.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13873.864800,9.72,-1.82,-0.03,6.00,-3.00,0.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13873.964800,9.72,-1.82,-0.01,4.00,-0.00,3.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13874.064900,9.71,-1.80,-0.02,0.00,-6.00,5.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13874.164900,9.73,-1.81,-0.02,0.00,-0.00,3.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13874.264800,9.71,-1.81,-0.02,2.00,11.00,7.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13874.364900,9.72,-1.82,-0.02,-1.00,2.00,1.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13874.464900,9.71,-1.81,-0.02,3.00,-5.00,-1.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13874.564800,9.71,-1.82,-0.03,1.00,-0.00,4.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13874.664800,9.71,-1.82,-0.03,2.00,2.00,4.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13874.764800,9.71,-1.81,-0.02,0.00,2.00,0.00,100169.00,67.89340,21.10530,344.50000,2245862.25,866844.81,5886948.00
13874.864800,9.73,-1.82,-0.02,4.00,-0.00,-5.00,100169.00,67.89340,21.10530,347.58000,2245862.25,866844.81,5886948.00
13874.964800,9.71,-1.81,-0.01,3.00,-0.00,2.00,100169.00,67.89340,21.10530,347.58000,2245862.25,866844.81,5886948.00
13875.064900,9.72,-1.80,-0.02,1.00,-1.00,0.00,100169.00,67.89340,21.10530,347.58000,2245862.25,866844.81,5886948.00
13875.164700,9.71,-1.81,-0.03,3.00,-2.00,-3.00,100169.00,67.89340,21.10530,347.58000,2245862.25,866844.81,5886948.00
13875.262200,9.71,-1.80,-0.03,7.00,2.00,-2.00,100169.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13875.362100,9.73,-1.80,-0.03,2.00,-1.00,3.00,100169.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13875.507600,9.72,-1.81,-0.02,5.00,-2.00,-1.00,100169.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13875.562200,9.71,-1.80,-0.03,3.00,1.00,1.00,100169.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13875.662100,9.71,-1.80,-0.01,-3.00,2.00,0.00,100169.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13875.762200,9.72,-1.81,-0.03,0.00,6.00,3.00,100169.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13875.862200,9.71,-1.81,-0.02,-3.00,3.00,-1.00,100169.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13875.962300,9.73,-1.81,-0.02,-1.00,-2.00,0.00,72801.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13876.062300,9.71,-1.82,-0.03,3.00,6.00,4.00,72801.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13876.162300,9.70,-1.81,-0.02,0.00,-1.00,3.00,72801.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13876.264900,9.72,-1.82,-0.01,-4.00,-2.00,-6.00,72801.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13876.364900,9.71,-1.82,-0.02,-13.00,3.00,0.00,72801.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13876.464700,9.71,-1.81,-0.03,-3.00,-1.00,4.00,72801.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13876.892700,9.72,-1.82,-0.04,2.00,2.00,0.00,72801.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13876.925400,9.73,-1.82,-0.04,3.00,-3.00,-1.00,72801.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13876.958000,9.73,-1.81,-0.03,3.00,-0.00,4.00,72801.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13876.990500,9.71,-1.81,-0.02,4.00,1.00,0.00,72801.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13877.023100,9.72,-1.82,-0.03,0.00,7.00,0.00,72801.00,67.89340,21.10530,347.58000,2245863.33,866845.22,5886950.85
13877.065600,9.72,-1.80,-0.01,-2.00,-0.00,5.00,72801.00,67.89340,21.10530,340.18000,2245863.33,866845.22,5886950.85
13877.164900,9.71,-1.81,-0.04,2.00,2.00,3.00,72801.00,67.89340,21.10530,340.18000,2245863.33,866845.22,5886950.85
13877.264600,9.71,-1.82,-0.03,-7.00,-2.00,4.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13877.364900,9.72,-1.81,-0.01,-3.00,5.00,4.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13877.464600,9.71,-1.81,-0.03,-2.00,3.00,2.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13877.564800,9.71,-1.82,-0.02,3.00,-3.00,2.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13877.687700,9.72,-1.80,-0.03,-5.00,1.00,-5.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13877.764800,9.71,-1.81,-0.01,1.00,-0.00,2.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13877.864800,9.71,-1.81,-0.02,0.00,-2.00,-5.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13877.964800,9.72,-1.82,-0.02,4.00,1.00,0.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13878.064900,9.71,-1.81,-0.02,-3.00,-0.00,1.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13878.164900,9.73,-1.81,-0.03,0.00,2.00,5.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13878.261900,9.73,-1.81,-0.02,2.00,-2.00,-1.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13878.362000,9.72,-1.82,-0.02,8.00,-1.00,7.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13878.461800,9.72,-1.81,-0.02,-4.00,5.00,0.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13878.561900,9.73,-1.80,-0.03,-6.00,2.00,0.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13878.661900,9.71,-1.82,-0.02,-1.00,-5.00,-1.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13878.765200,9.72,-1.80,-0.02,-2.00,-11.00,3.00,72801.00,67.89340,21.10530,340.18000,2245860.73,866844.22,5886943.99
13878.861900,9.72,-1.81,-0.02,6.00,3.00,0.00,72801.00,67.89340,21.10530,329.97000,2245860.73,866844.22,5886943.99
13878.961900,9.72,-1.81,-0.03,0.00,-2.00,-2.00,100166.00,67.89340,21.10530,329.97000,2245860.73,866844.22,5886943.99
13879.062000,9.72,-1.80,-0.03,2.00,1.00,3.00,100166.00,67.89340,21.10530,329.97000,2245860.73,866844.22,5886943.99
13879.162000,9.72,-1.81,-0.02,5.00,2.00,-4.00,100166.00,67.89340,21.10530,329.97000,2245860.73,866844.22,5886943.99
13879.265800,9.73,-1.82,-0.02,-1.00,1.00,0.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13879.365800,9.72,-1.81,-0.02,5.00,3.00,1.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13879.465800,9.72,-1.82,-0.02,3.00,-2.00,0.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13879.565800,9.72,-1.81,-0.02,-2.00,1.00,0.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13879.665800,9.72,-1.81,-0.01,2.00,-3.00,2.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13879.765800,9.71,-1.82,-0.02,2.00,1.00,-4.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13879.868800,9.73,-1.80,-0.03,0.00,-4.00,4.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13879.965800,9.71,-1.82,-0.04,-6.00,-2.00,5.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13880.065800,9.73,-1.81,-0.02,3.00,-0.00,9.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13880.165800,9.72,-1.80,-0.01,2.00,2.00,0.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13880.265800,9.73,-1.80,-0.01,-3.00,-1.00,-1.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13880.365600,9.72,-1.80,-0.02,-5.00,-0.00,-1.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13880.465800,9.73,-1.82,-0.02,2.00,-1.00,5.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13880.565800,9.72,-1.82,-0.01,0.00,-4.00,0.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13880.665800,9.72,-1.81,-0.02,-2.00,-0.00,0.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13880.765800,9.72,-1.81,-0.03,7.00,-0.00,-4.00,100166.00,67.89350,21.10520,329.97000,2245849.02,866835.20,5886938.73
13880.865800,9.71,-1.82,-0.03,-10.00,3.00,1.00,100166.00,67.89350,21.10520,328.08000,2245849.02,866835.20,5886938.73
13880.965800,9.71,-1.81,-0.02,-12.00,-4.00,0.00,100166.00,67.89350,21.10520,328.08000,2245849.02,866835.20,5886938.73
13881.065800,9.72,-1.82,-0.02,4.00,-5.00,0.00,100166.00,67.89350,21.10520,328.08000,2245849.02,866835.20,5886938.73
13881.165800,9.73,-1.81,-0.01,0.00,5.00,-1.00,100166.00,67.89350,21.10520,328.08000,2245849.02,866835.20,5886938.73
13881.262900,9.71,-1.81,-0.03,1.00,-5.00,1.00,100166.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13881.362900,9.72,-1.81,-0.01,0.00,3.00,-4.00,100166.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13881.462900,9.71,-1.82,-0.02,0.00,4.00,4.00,100166.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13881.562900,9.72,-1.80,-0.03,-3.00,-3.00,-2.00,100166.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13881.662900,9.72,-1.81,-0.03,1.00,3.00,0.00,100166.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13881.762700,9.72,-1.81,-0.03,-2.00,-3.00,3.00,100166.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13881.862900,9.71,-1.81,-0.02,4.00,2.00,0.00,100166.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13881.962900,9.72,-1.82,-0.02,-1.00,1.00,2.00,100167.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13882.062900,9.71,-1.80,-0.02,-2.00,-2.00,2.00,100167.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13882.162900,9.73,-1.80,-0.02,1.00,-1.00,0.00,100167.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13882.265800,9.72,-1.81,-0.02,1.00,1.00,0.00,100167.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13882.365900,9.72,-1.81,-0.02,0.00,-0.00,0.00,100167.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13882.465800,9.72,-1.81,-0.01,-1.00,-9.00,0.00,100167.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13882.565800,9.73,-1.80,-0.03,2.00,4.00,3.00,100167.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13882.665800,9.71,-1.81,-0.03,3.00,1.00,0.00,100167.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13882.765800,9.71,-1.82,-0.01,-1.00,1.00,-1.00,100167.00,67.89350,21.10520,328.08000,2245848.36,866834.94,5886936.98
13882.865800,9.73,-1.81,-0.03,-3.00,-4.00,1.00,100167.00,67.89350,21.10520,323.77000,2245848.36,866834.94,5886936.98
13882.965800,9.73,-1.80,-0.02,-1.00,3.00,-4.00,100167.00,67.89350,21.10520,323.77000,2245848.36,866834.94,5886936.98
13883.094300,9.73,-1.81,-0.02,3.00,-7.00,-3.00,100167.00,67.89350,21.10520,323.77000,2245848.36,866834.94,5886936.98
13883.165900,9.71,-1.80,-0.03,2.00,-3.00,-4.00,100167.00,67.89350,21.10520,323.77000,2245848.36,866834.94,5886936.98
13883.265800,9.70,-1.81,-0.03,-1.00,3.00,0.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13883.365900,9.72,-1.81,-0.03,3.00,-2.00,-3.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13883.465900,9.71,-1.83,-0.03,-1.00,-0.00,0.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13883.565800,9.73,-1.81,-0.02,-4.00,-0.00,-2.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13883.665800,9.73,-1.81,-0.02,-3.00,-8.00,7.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13883.765900,9.71,-1.81,-0.01,3.00,-0.00,-1.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13883.865700,9.71,-1.82,-0.01,0.00,-2.00,1.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13883.965800,9.73,-1.81,-0.01,4.00,4.00,-5.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13884.065900,9.72,-1.80,-0.04,4.00,2.00,-2.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13884.189800,9.73,-1.80,-0.03,-8.00,4.00,-1.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13884.262800,9.71,-1.82,-0.01,0.00,-0.00,1.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13884.362900,9.73,-1.81,-0.03,-2.00,3.00,0.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13884.462800,9.71,-1.82,-0.02,4.00,-2.00,5.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13884.562800,9.72,-1.81,-0.02,-4.00,4.00,2.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13884.662800,9.71,-1.81,-0.02,-2.00,-0.00,4.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13884.762800,9.72,-1.82,-0.02,-5.00,-1.00,0.00,100167.00,67.89350,21.10520,323.77000,2245846.84,866834.36,5886932.99
13884.862800,9.73,-1.82,-0.02,1.00,-0.00,0.00,100167.00,67.89350,21.10520,323.58000,2245846.84,866834.36,5886932.99
13884.962800,9.71,-1.82,-0.03,4.00,5.00,-2.00,100170.00,67.89350,21.10520,323.58000,2245846.84,866834.36,5886932.99
13885.062900,9.72,-1.82,-0.01,5.00,3.00,-5.00,100170.00,67.89350,21.10520,323.58000,2245846.84,866834.36,5886932.99
13885.162900,9.72,-1.82,-0.03,3.00,-0.00,0.00,100170.00,67.89350,21.10520,323.58000,2245846.84,866834.36,5886932.99
13885.288300,9.73,-1.80,-0.02,1.00,-0.00,0.00,100170.00,67.89350,21.10520,323.58000,2245846.84,866834.36,5886932.99
13885.364900,9.72,-1.80,-0.02,7.00,-0.00,-1.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13885.464800,9.71,-1.80,-0.01,-3.00,-0.00,0.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13885.564900,9.71,-1.81,-0.02,-8.00,-5.00,-2.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13885.664800,9.71,-1.82,-0.02,0.00,-1.00,2.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13885.764800,9.71,-1.81,-0.01,0.00,-3.00,0.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13885.864900,9.71,-1.81,-0.03,0.00,-3.00,1.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13885.964800,9.73,-1.82,-0.01,3.00,8.00,2.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13886.064900,9.72,-1.81,-0.01,-1.00,-0.00,1.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13886.164900,9.72,-1.81,-0.02,0.00,2.00,-1.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13886.262900,9.72,-1.81,-0.02,-1.00,-3.00,0.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13886.379400,9.73,-1.82,-0.03,-3.00,-0.00,-5.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13886.463000,9.72,-1.80,-0.03,1.00,-3.00,1.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13886.562900,9.71,-1.81,-0.02,-1.00,5.00,2.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
13886.662900,9.71,-1.81,-0.02,3.00,-0.00,-1.00,100170.00,67.89350,21.10510,323.58000,2245848.29,866830.41,5886932.81
